1443.20,1415.30,1420.60,1418.90,1441.20
1415.30,1420.60,1418.90,1441.20,1462.60
1420.60,1418.90,1441.20,1462.60,1446.30
1418.90,1441.20,1462.60,1446.30,1471.00
1441.20,1462.60,1446.30,1471.00,1504.70
1462.60,1446.30,1471.00,1504.70,1512.80
1446.30,1471.00,1504.70,1512.80,1504.80
1471.00,1504.70,1512.80,1504.80,1492.70
1504.70,1512.80,1504.80,1492.70,1517.20
1512.80,1504.80,1492.70,1517.20,1517.80
1504.80,1492.70,1517.20,1517.80,1522.40
1492.70,1517.20,1517.80,1522.40,1475.90
1517.20,1517.80,1522.40,1475.90,1477.40
1517.80,1522.40,1475.90,1477.40,1457.20
1522.40,1475.90,1477.40,1457.20,1409.30
1475.90,1477.40,1457.20,1409.30,1414.90
1477.40,1457.20,1409.30,1414.90,1410.90
1457.20,1409.30,1414.90,1410.90,1398.20
1409.30,1414.90,1410.90,1398.20,1366.10
1414.90,1410.90,1398.20,1366.10,1366.70
1410.90,1398.20,1366.10,1366.70,1396.10
1398.20,1366.10,1366.70,1396.10,1358.20
1366.10,1366.70,1396.10,1358.20,1354.00
1366.70,1396.10,1358.20,1354.00,1375.20
1396.10,1358.20,1354.00,1375.20,1383.40
1358.20,1354.00,1375.20,1383.40,1382.30
1354.00,1375.20,1383.40,1382.30,1327.80
1375.20,1383.40,1382.30,1327.80,1325.60
1383.40,1382.30,1327.80,1325.60,1322.70
1382.30,1327.80,1325.60,1322.70,1422.70
1327.80,1325.60,1322.70,1422.70,1405.10
1325.60,1322.70,1422.70,1405.10,1390.20
1322.70,1422.70,1405.10,1390.20,1375.10
1422.70,1405.10,1390.20,1375.10,1358.80
1405.10,1390.20,1375.10,1358.80,1375.20
1390.20,1375.10,1358.80,1375.20,1382.10
1375.10,1358.80,1375.20,1382.10,1382.70
1358.80,1375.20,1382.10,1382.70,1380.30
1375.20,1382.10,1382.70,1380.30,1400.70
1382.10,1382.70,1380.30,1400.70,1420.10
1382.70,1380.30,1400.70,1420.10,1426.50
1380.30,1400.70,1420.10,1426.50,1435.00
1400.70,1420.10,1426.50,1435.00,1438.90
1420.10,1426.50,1435.00,1438.90,1428.70
1426.50,1435.00,1438.90,1428.70,1436.30
1435.00,1438.90,1428.70,1436.30,1467.80
1438.90,1428.70,1436.30,1467.80,1488.70
1428.70,1436.30,1467.80,1488.70,1468.90
1436.30,1467.80,1488.70,1468.90,1489.40
1467.80,1488.70,1468.90,1489.40,1486.50
1488.70,1468.90,1489.40,1486.50,1531.20
1468.90,1489.40,1486.50,1531.20,1572.60
1489.40,1486.50,1531.20,1572.60,1587.10
1486.50,1531.20,1572.60,1587.10,1567.30
1531.20,1572.60,1587.10,1567.30,1566.30
1572.60,1587.10,1567.30,1566.30,1582.50
1587.10,1567.30,1566.30,1582.50,1601.20
1567.30,1566.30,1582.50,1601.20,1558.20
1566.30,1582.50,1601.20,1558.20,1565.50
1582.50,1601.20,1558.20,1565.50,1542.10
1601.20,1558.20,1565.50,1542.10,1516.70
1558.20,1565.50,1542.10,1516.70,1530.90
1565.50,1542.10,1516.70,1530.90,1540.30
1542.10,1516.70,1530.90,1540.30,1594.30
1516.70,1530.90,1540.30,1594.30,1580.50
1530.90,1540.30,1594.30,1580.50,1580.50
1540.30,1594.30,1580.50,1580.50,1565.80
1594.30,1580.50,1580.50,1565.80,1571.60
1580.50,1580.50,1565.80,1571.60,1542.20
1580.50,1565.80,1571.60,1542.20,1576.60
1565.80,1571.60,1542.20,1576.60,1570.60
1571.60,1542.20,1576.60,1570.60,1552.90
1542.20,1576.60,1570.60,1552.90,1546.50
1576.60,1570.60,1552.90,1546.50,1517.90
1570.60,1552.90,1546.50,1517.90,1519.60
1552.90,1546.50,1517.90,1519.60,1520.30
1546.50,1517.90,1519.60,1520.30,1515.50
1517.90,1519.60,1520.30,1515.50,1498.40
1519.60,1520.30,1515.50,1498.40,1508.80
1520.30,1515.50,1498.40,1508.80,1522.80
1515.50,1498.40,1508.80,1522.80,1538.60
1498.40,1508.80,1522.80,1538.60,1577.50
1508.80,1522.80,1538.60,1577.50,1572.00
1522.80,1538.60,1577.50,1572.00,1586.90
1538.60,1577.50,1572.00,1586.90,1580.00
1577.50,1572.00,1586.90,1580.00,1582.10
1572.00,1586.90,1580.00,1582.10,1561.90
1586.90,1580.00,1582.10,1561.90,1565.40
1580.00,1582.10,1561.90,1565.40,1583.10
1582.10,1561.90,1565.40,1583.10,1601.40
1561.90,1565.40,1583.10,1601.40,1603.40
1565.40,1583.10,1601.40,1603.40,1623.80
1583.10,1601.40,1603.40,1623.80,1613.80
1601.40,1603.40,1623.80,1613.80,1599.40
1603.40,1623.80,1613.80,1599.40,1571.90
1623.80,1613.80,1599.40,1571.90,1597.10
1613.80,1599.40,1571.90,1597.10,1603.70
1599.40,1571.90,1597.10,1603.70,1620.50
1571.90,1597.10,1603.70,1620.50,1623.80
1597.10,1603.70,1620.50,1623.80,1620.30
1603.70,1620.50,1623.80,1620.30,1605.80
1620.50,1623.80,1620.30,1605.80,1630.00
1623.80,1620.30,1605.80,1630.00,1631.80
1620.30,1605.80,1630.00,1631.80,1624.00
1605.80,1630.00,1631.80,1624.00,1627.50
1630.00,1631.80,1624.00,1627.50,1607.30
1631.80,1624.00,1627.50,1607.30,1620.60
1624.00,1627.50,1607.30,1620.60,1610.90
1627.50,1607.30,1620.60,1610.90,1598.50
1607.30,1620.60,1610.90,1598.50,1590.40
1620.60,1610.90,1598.50,1590.40,1598.10
1610.90,1598.50,1590.40,1598.10,1598.90
1598.50,1590.40,1598.10,1598.90,1617.40
1590.40,1598.10,1598.90,1617.40,1647.70
1598.10,1598.90,1617.40,1647.70,1652.70
1598.90,1617.40,1647.70,1652.70,1671.90
1617.40,1647.70,1652.70,1671.90,1681.50
1647.70,1652.70,1671.90,1681.50,1682.10
1652.70,1671.90,1681.50,1682.10,1681.50
1671.90,1681.50,1682.10,1681.50,1704.10
1681.50,1682.10,1681.50,1704.10,1694.10
1682.10,1681.50,1704.10,1694.10,1685.40
1681.50,1704.10,1694.10,1685.40,1712.80
1704.10,1694.10,1685.40,1712.80,1704.20
1694.10,1685.40,1712.80,1704.20,1709.60
1685.40,1712.80,1704.20,1709.60,1704.90
1712.80,1704.20,1709.60,1704.90,1715.20
1704.20,1709.60,1704.90,1715.20,1700.80
1709.60,1704.90,1715.20,1700.80,1692.60
1704.90,1715.20,1700.80,1692.60,1699.80
1715.20,1700.80,1692.60,1699.80,1701.10
1700.80,1692.60,1699.80,1701.10,1695.40
1692.60,1699.80,1701.10,1695.40,1683.00
1699.80,1701.10,1695.40,1683.00,1687.00
1701.10,1695.40,1683.00,1687.00,1711.90
1695.40,1683.00,1687.00,1711.90,1691.60
1683.00,1687.00,1711.90,1691.60,1691.50
1687.00,1711.90,1691.60,1691.50,1672.10
1711.90,1691.60,1691.50,1672.10,1666.10
1691.60,1691.50,1672.10,1666.10,1622.20
1691.50,1672.10,1666.10,1622.20,1625.20
1672.10,1666.10,1622.20,1625.20,1610.50
1666.10,1622.20,1625.20,1610.50,1614.40
1622.20,1625.20,1610.50,1614.40,1616.10
1625.20,1610.50,1614.40,1616.10,1618.90
1610.50,1614.40,1616.10,1618.90,1605.00
1614.40,1616.10,1618.90,1605.00,1627.60
1616.10,1618.90,1605.00,1627.60,1634.70
1618.90,1605.00,1627.60,1634.70,1637.90
1605.00,1627.60,1634.70,1637.90,1644.80
1627.60,1634.70,1637.90,1644.80,1646.60
1634.70,1637.90,1644.80,1646.60,1643.90
1637.90,1644.80,1646.60,1643.90,1625.50
1644.80,1646.60,1643.90,1625.50,1618.30
1646.60,1643.90,1625.50,1618.30,1624.00
1643.90,1625.50,1618.30,1624.00,1623.00
1625.50,1618.30,1624.00,1623.00,1632.90
1618.30,1624.00,1623.00,1632.90,1621.70
1624.00,1623.00,1632.90,1621.70,1615.40
1623.00,1632.90,1621.70,1615.40,1605.60
1632.90,1621.70,1615.40,1605.60,1605.60
